"Accession","Mean","Median","Number of peptides","P-Value"
"Q56VL3","0.077673257168504498","0.077673257168504498","2","0.52255451354498605"
"Q9BVV7","0.018645902572806301","0.018645902572806301","2","0.2319259169276105"
"P01591","0.55823696051860672","0.570043401964623","3","1.9335752860846219e-06"
"P62937","0.057284043337515952","0.10243249071324","5","0.18863515976745088"
"P09622","0.15501427996934","0.13798227912793901","3","0.91310291484485395"
"Q9P241","0.070384985417369691","0.070384985417369691","2","0.47890676966534218"
"P36873","0.14571144656093798","0.14571144656093798","2","0.99882509095076799"
"Q96CT7","0.14179392424169765","0.13129758280176501","3","0.9653898269272293"
"P56134","0.11289167740632899","0.11289167740632899","2","0.75833045377958286"
"Q9BZZ5","0.16486877305412734","0.14814818678620115","4","0.7969689789380503"
"O43861","0.1977229113998755","0.1977229113998755","2","0.62314978296997847"
"Q9Y266","0.15662205934217699","0.15662205934217699","2","0.91697468287329797"
"Q13438","0.11410854303963601","0.083522631807186901","3","0.71677086562441805"
"Q10567","0.16486037683403099","0.183369699486848","3","0.82375845409689963"
"P23634","0.12845970467682008","0.130822488177708","3","0.8436551672220769"
"Q96HY6","0.044266035622892469","0.044266035622892469","2","0.34003922666913655"
"P53990","0.073529276157705048","0.073529276157705048","2","0.49748976458049321"
"Q15125","0.12947159301308267","0.11312476524472","3","0.85279957542818363"
"P53992","0.18072008106474649","0.18860544310253549","6","0.56616054579360031"
"P47712","0.023462472910948828","0.045857035815982099","3","0.1589833704951249"
"P36578","0.10690780602157543","0.1115592778861655","8","0.46657030933344668"
"P78371","0.075562125813946238","0.080611914792287409","8","0.18732214668645253"
"P17252","0.20576213074035721","0.19505739992681201","5","0.36988737982115882"
"Q9NUM4","0.36931737159300304","0.36931737159300304","2","0.035059029296688984"
"Q6DD88","0.11070769273430574","0.13068167286458149","8","0.51151575695459384"
"P11117","0.39573393326823958","0.371221784598744","5","0.00019476976575894146"
"P43250","0.14907496584551425","0.12738075147891986","4","0.96260248689071903"
"Q8NHS3","-0.00023534330648724948","-0.00023534330648724948","2","0.16967136643246958"
"Q9UJS0","0.083194849705390095","0.084255619744095206","4","0.40613737119081617"
"Q9Y4D1","0.15010989195549468","0.160786049534342","7","0.93602734471113758"
"P46776","0.097788807485770457","0.097788807485770457","2","0.65275703414158326"
"P46777","0.08130845144622395","0.08130845144622395","2","0.54506489288027349"
"Q9BY50","0.30761306275228234","0.29727093545456901","3","0.061547382615801109"
"Q9H3U5","0.27007752308669053","0.27007752308669053","2","0.2408273966005994"
"Q99832","0.11744755763362154","0.11539457527091081","6","0.64654084857809868"
"P10620","0.069541397161141646","0.069541397161141646","2","0.4739846695079567"
"Q9Y277","0.088919442321718112","0.094602830667012305","7","0.31825749245595736"
"Q13555","0.261174681987625","0.261174681987625","2","0.2761240410801063"
"P49768","0.39259416373266798","0.37901350948361401","3","0.0043745012927061764"
"O95721","0.1623572097907745","0.1623572097907745","2","0.87424587995715397"
"Q6IAA8","0.26647519665843533","0.26661487425232","6","0.048523796579471465"
"Q96QK1","0.12406464701564575","0.14413025771355301","10","0.65080783980638901"
"P55011","0.15795546340128414","0.1356327859131525","10","0.79395345942132933"
"Q14974","0.099367625643843632","0.12774965016527801","5","0.49152115312633338"
"Q9NRW7","0.13798332905882457","0.14606165421277401","7","0.89385196020774993"
"Q8IYS2","0.2393091921605798","0.24075444446624","5","0.16262109416722251"
"Q9H7Z7","0.14650470664057799","0.117897458674925","3","0.99125943493104629"
"P22695","0.041654539368384327","0.079748884957983296","12","0.016528890855392612"
"Q12907","0.056403890417103919","0.055224274505210301","7","0.11617696007647232"
"Q6P2Q9","0.077658129178344665","0.103437773407567","7","0.23152129235821517"
"P62158","0.12586616606256101","0.122534425683649","4","0.79310501843975079"
"Q12955","0.12813730958491301","0.12813730958491301","2","0.8696780515589253"
"P32942","0.09421682302424654","0.096496412788839192","8","0.33346736197065951"
"P60900","0.11163653317973514","0.094696317292293802","3","0.69557473023940775"
"P01111","0.1551011563970725","0.1551011563970725","2","0.9283514735187095"
"P43007","0.079924383416003747","0.0917875275617763","7","0.24745447063944753"
"Q92973","0.10742556454213764","0.109331314607474","3","0.66002381029549162"
"Q96DX4","0.067601531615511828","0.050955299465782998","5","0.24564571202054319"
"P11021","0.091270391117447169","0.097891828673956599","17","0.13602976271297762"
"P12004","0.064085065804539265","0.089448579589739993","3","0.34728511288752728"
"Q96A26","0.13425424848144601","0.13425424848144601","2","0.9152262621626045"
"O75976","0.020411793811693415","-0.015022914061815501","7","0.027440435125562948"
"Q9BXK5","0.03570969406945855","0.03570969406945855","2","0.30081728080535952"
